date,prefecture_num,year,month, pm25, pm10, o3, no2, so2, co
2017/9/27,26,2017,9,61,14,34,25,7,4
2017/9/28,26,2017,9,44,20,42,29,8,4
2017/9/29,26,2017,9,57,21,42,27,8,5
2017/9/30,26,2017,9,61,23,42,22,7,4
2017/4/1,26,2017,4,55,17,44,26,4,3
2017/4/2,26,2017,4,59,24,55,36,6,5
2017/4/3,26,2017,4,73,30,58,41,7,5
2017/4/4,26,2017,4,78,30,63,47,8,5
2017/4/5,26,2017,4,83,29,40,46,6,6
2017/4/6,26,2017,4,78,22,28,40,5,6
2017/4/7,26,2017,4,56,24,23,30,4,6
2017/4/8,26,2017,4,53,23,49,23,5,4
2017/4/9,26,2017,4,54,21,39,29,4,4
2017/4/10,26,2017,4,62,12,38,31,2,4
2017/4/11,26,2017,4,45,18,42,27,3,4
2017/4/12,26,2017,4,53,26,44,35,6,5
2017/4/13,26,2017,4,70,32,63,44,9,6
2017/4/14,26,2017,4,83,29,56,37,8,5
2017/4/15,26,2017,4,77,27,55,26,7,5
2017/4/16,26,2017,4,72,26,30,33,6,6
2017/4/17,26,2017,4,68,15,48,30,4,4
2017/4/18,26,2017,4,48,27,44,31,5,5
2017/4/19,26,2017,4,67,26,45,38,6,5
2017/4/20,26,2017,4,73,31,54,42,5,6
2017/4/21,26,2017,4,76,25,53,27,3,4
2017/4/22,26,2017,4,65,15,44,21,3,3
2017/4/23,26,2017,4,56,19,53,31,3,4
2017/4/24,26,2017,4,57,17,46,31,3,4
2017/4/25,26,2017,4,57,19,32,33,4,4
2017/4/26,26,2017,4,53,17,48,28,4,5
2017/4/27,26,2017,4,51,20,58,38,5,5
2017/4/28,26,2017,4,64,25,68,40,5,5
2017/4/29,26,2017,4,74,28,75,27,5,4
2017/4/30,26,2017,4,74,32,70,38,7,5
2017/5/1,26,2017,5,83,16,47,30,3,4
2017/5/2,26,2017,5,50,17,47,20,3,3
2017/5/3,26,2017,5,57,18,44,18,4,3
2017/5/4,26,2017,5,54,17,51,22,4,3
2017/5/5,26,2017,5,54,30,36,26,3,5
2017/5/6,26,2017,5,71,37,61,24,5,4
2017/5/7,26,2017,5,82,43,78,37,7,6
2017/5/8,26,2017,5,89,28,46,39,5,4
2017/5/9,26,2017,5,71,19,47,33,5,4
2017/5/10,26,2017,5,54,28,66,34,6,6
2017/5/11,26,2017,5,71,43,89,44,7,6
2017/5/12,26,2017,5,97,25,57,33,5,4
2017/5/13,26,2017,5,63,39,75,28,6,5
2017/5/14,26,2017,5,80,29,56,33,6,5
2017/5/15,26,2017,5,72,20,44,28,4,4
2017/5/16,26,2017,5,57,13,42,30,5,3
2017/5/17,26,2017,5,47,15,47,27,5,4
2017/5/18,26,2017,5,49,20,79,38,8,4
2017/5/19,26,2017,5,61,34,108,39,10,5
2017/5/20,26,2017,5,87,37,107,34,11,5
2017/5/21,26,2017,5,92,26,82,34,7,4
2017/5/22,26,2017,5,74,25,81,36,7,4
2017/5/23,26,2017,5,73,28,35,30,4,5
2017/5/24,26,2017,5,69,21,38,29,5,5
2017/5/25,26,2017,5,105,20,62,25,7,4
2017/5/26,26,2017,5,62,13,44,22,5,3
2017/5/27,26,2017,5,43,15,43,20,6,3
2017/5/28,26,2017,5,52,21,81,38,7,4
2017/5/29,26,2017,5,65,43,109,45,12,6
2017/5/30,26,2017,5,111,47,77,34,10,5
2017/5/31,26,2017,5,115,39,75,34,7,4
2017/6/1,26,2017,6,94,19,50,28,6,3
2017/6/2,26,2017,6,53,15,35,24,3,3
2017/6/3,26,2017,6,47,13,39,16,3,2
2017/6/4,26,2017,6,42,12,39,24,5,3
2017/6/5,26,2017,6,41,15,62,32,6,4
2017/6/6,26,2017,6,52,21,31,31,5,5
2017/6/7,26,2017,6,56,16,38,30,5,4
2017/6/8,26,2017,6,48,23,72,37,6,5
2017/6/9,26,2017,6,63,33,79,34,7,5
2017/6/10,26,2017,6,85,20,43,18,6,3
2017/6/11,26,2017,6,59,14,37,22,3,3
2017/6/12,26,2017,6,51,16,37,27,3,3
2017/6/13,26,2017,6,49,19,60,29,6,3
2017/6/14,26,2017,6,52,24,90,40,7,4
2017/6/15,26,2017,6,68,23,54,30,7,4
2017/6/16,26,2017,6,67,16,52,24,6,3
2017/6/17,26,2017,6,56,26,50,20,8,3
2017/6/18,26,2017,6,71,28,81,35,8,4
2017/6/19,26,2017,6,73,28,74,42,9,5
2017/6/20,26,2017,6,77,16,42,28,6,4
2017/6/21,26,2017,6,51,18,71,32,6,4
2017/6/22,26,2017,6,57,32,86,35,8,5
2017/6/23,26,2017,6,85,35,59,30,8,4
2017/6/24,26,2017,6,90,21,36,20,6,3
2017/6/25,26,2017,6,61,20,48,26,7,3
2017/6/26,26,2017,6,64,24,63,30,8,4
2017/6/27,26,2017,6,69,27,55,35,7,5
2017/6/28,26,2017,6,71,25,64,40,8,5
2017/6/29,26,2017,6,69,20,24,29,6,5
2017/6/30,26,2017,6,54,22,22,19,5,3
2017/1/2,26,2017,1,84,27,34,28,4,7
2017/1/3,26,2017,1,75,25,32,30,4,7
2017/1/4,26,2017,1,77,17,33,25,3,4
2017/1/5,26,2017,1,57,14,31,26,3,4
2017/1/6,26,2017,1,44,17,25,34,3,6
2017/1/7,26,2017,1,56,15,23,27,3,5
2017/1/8,26,2017,1,51,16,31,30,3,5
2017/1/9,26,2017,1,50,16,34,33,3,6
2017/1/10,26,2017,1,54,13,31,27,3,5
2017/1/11,26,2017,1,44,16,30,26,4,5
2017/1/12,26,2017,1,55,17,31,28,4,6
2017/1/13,26,2017,1,59,10,30,21,4,4
2017/1/14,26,2017,1,45,8,27,20,3,3
2017/1/15,26,2017,1,38,8,28,31,3,3
2017/1/16,26,2017,1,35,12,28,37,4,6
2017/1/17,26,2017,1,50,17,24,38,4,7
2017/1/18,26,2017,1,56,24,33,35,4,7
2017/1/19,26,2017,1,75,27,30,36,4,7
2017/1/20,26,2017,1,80,20,34,26,4,5
2017/1/21,26,2017,1,64,18,29,27,4,5
2017/1/22,26,2017,1,66,12,30,30,4,5
2017/1/23,26,2017,1,46,10,30,33,4,5
2017/1/24,26,2017,1,44,13,31,36,4,6
2017/1/25,26,2017,1,55,21,26,44,5,8
2017/1/26,26,2017,1,68,26,28,43,6,10
2017/1/27,26,2017,1,75,22,31,32,4,7
2017/1/28,26,2017,1,61,24,26,32,4,6
2017/1/29,26,2017,1,66,20,33,32,4,6
2017/1/30,26,2017,1,54,12,32,26,4,4
2017/1/31,26,2017,1,44,20,30,36,6,7
2017/2/1,26,2017,2,61,12,31,28,3,5
2017/2/2,26,2017,2,45,18,34,31,3,5
2017/2/3,26,2017,2,51,20,32,35,4,6
2017/2/4,26,2017,2,63,19,23,33,3,6
2017/2/5,26,2017,2,60,21,39,31,4,7
2017/2/6,26,2017,2,64,18,36,28,3,4
2017/2/7,26,2017,2,53,14,33,34,4,5
2017/2/8,26,2017,2,48,18,26,42,4,8
2017/2/9,26,2017,2,62,12,33,29,3,5
2017/2/10,26,2017,2,46,13,31,25,3,5
2017/2/11,26,2017,2,43,10,33,24,4,4
2017/2/12,26,2017,2,39,14,31,34,4,6
2017/2/13,26,2017,2,51,17,34,35,4,6
2017/2/14,26,2017,2,55,20,36,38,4,6
2017/2/15,26,2017,2,63,27,33,47,6,8
2017/2/16,26,2017,2,77,37,28,47,5,10
2017/2/17,26,2017,2,88,17,35,30,3,5
2017/2/18,26,2017,2,54,11,35,24,4,4
2017/2/19,26,2017,2,44,20,37,38,5,7
2017/2/20,26,2017,2,62,19,35,29,3,5
2017/2/21,26,2017,2,59,18,27,39,4,6
2017/2/22,26,2017,2,54,16,35,32,3,7
2017/2/23,26,2017,2,48,13,36,26,4,4
2017/2/24,26,2017,2,49,18,33,35,5,6
2017/2/25,26,2017,2,61,19,39,26,4,5
2017/2/26,26,2017,2,65,15,37,27,3,4
2017/2/27,26,2017,2,51,17,34,35,3,5
2017/2/28,26,2017,2,54,18,32,39,4,6
2017/3/1,26,2017,3,60,20,41,38,4,6
2017/3/2,26,2017,3,61,17,40,30,3,6
2017/3/3,26,2017,3,58,20,39,37,5,6
2017/3/4,26,2017,3,64,27,45,36,7,6
2017/3/5,26,2017,3,72,28,40,39,8,7
2017/3/6,26,2017,3,77,14,39,25,4,4
2017/3/7,26,2017,3,46,19,37,40,6,6
2017/3/8,26,2017,3,66,23,38,42,7,7
2017/3/9,26,2017,3,73,20,38,38,4,6
2017/3/10,26,2017,3,61,21,39,33,3,5
2017/3/11,26,2017,3,65,18,42,31,4,5
2017/3/12,26,2017,3,64,21,39,38,4,6
2017/3/13,26,2017,3,62,24,42,24,4,4
2017/3/14,26,2017,3,70,11,36,26,3,4
2017/3/15,26,2017,3,37,16,37,29,3,5
2017/3/16,26,2017,3,53,18,37,33,3,5
2017/3/17,26,2017,3,61,23,41,38,4,6
2017/3/18,26,2017,3,71,35,64,33,6,6
2017/3/19,26,2017,3,96,41,51,34,5,6
2017/3/20,26,2017,3,107,20,43,37,4,5
2017/3/21,26,2017,3,58,24,42,27,4,4
2017/3/22,26,2017,3,70,25,40,37,4,5
2017/3/23,26,2017,3,71,16,39,25,3,3
2017/3/24,26,2017,3,56,18,41,32,4,5
2017/3/25,26,2017,3,59,16,34,20,4,4
2017/3/26,26,2017,3,54,16,40,27,3,4
2017/3/27,26,2017,3,53,21,41,37,4,6
2017/3/28,26,2017,3,64,29,48,40,5,6
2017/3/29,26,2017,3,85,39,54,45,8,6
2017/3/30,26,2017,3,97,27,47,36,4,5
2017/3/31,26,2017,3,76,18,39,26,3,4
2016/10/1,26,2016,10,48,33,45,20,4,5
2016/10/2,26,2016,10,72,28,15,22,3,5
2016/10/3,26,2016,10,69,22,29,24,4,5
2016/10/4,26,2016,10,58,26,27,27,4,5
2016/10/5,26,2016,10,64,17,36,26,4,4
2016/10/6,26,2016,10,48,20,40,31,4,5
2016/10/7,26,2016,10,54,20,36,24,4,4
2016/10/8,26,2016,10,50,17,35,19,3,3
2016/10/9,26,2016,10,50,15,32,17,3,3
2016/10/10,26,2016,10,44,17,24,27,4,4
2016/10/11,26,2016,10,46,20,39,28,4,6
2016/10/12,26,2016,10,57,17,34,29,3,5
2016/10/13,26,2016,10,55,17,34,34,5,6
2016/10/14,26,2016,10,55,22,50,33,5,5
2016/10/15,26,2016,10,60,21,43,22,4,4
2016/10/16,26,2016,10,61,17,34,27,3,4
2016/10/17,26,2016,10,47,18,34,25,4,6
2016/10/18,26,2016,10,50,23,39,29,5,5
2016/10/19,26,2016,10,64,27,39,26,5,5
2016/10/20,26,2016,10,71,20,34,28,4,4
2016/10/21,26,2016,10,58,24,25,31,4,8
2016/10/22,26,2016,10,68,18,34,21,3,4
2016/10/23,26,2016,10,51,15,31,29,3,6
2016/10/24,26,2016,10,44,15,20,29,4,6
2016/10/25,26,2016,10,52,23,35,30,4,7
2016/10/26,26,2016,10,59,20,35,27,3,5
2016/10/27,26,2016,10,56,21,21,32,5,6
2016/10/28,26,2016,10,62,19,35,26,3,5
2016/10/29,26,2016,10,58,19,34,23,3,4
2016/10/30,26,2016,10,61,19,25,29,4,5
2016/10/31,26,2016,10,59,17,31,27,3,5
2016/11/1,26,2016,11,49,16,34,34,4,6
2016/11/2,26,2016,11,50,19,35,31,4,7
2016/11/3,26,2016,11,62,25,32,34,3,8
2016/11/4,26,2016,11,70,36,42,36,5,8
2016/11/5,26,2016,11,92,34,31,29,4,7
2016/11/6,26,2016,11,88,28,31,34,4,8
2016/11/7,26,2016,11,77,35,23,35,3,8
2016/11/8,26,2016,11,77,12,30,23,3,4
2016/11/9,26,2016,11,47,16,28,29,3,6
2016/11/10,26,2016,11,53,24,25,34,3,7
2016/11/11,26,2016,11,61,29,34,35,4,8
2016/11/12,26,2016,11,72,29,39,29,5,6
2016/11/13,26,2016,11,76,30,19,33,5,7
2016/11/14,26,2016,11,71,22,32,25,4,5
2016/11/15,26,2016,11,58,19,32,22,3,3
2016/11/16,26,2016,11,55,24,30,30,4,5
2016/11/17,26,2016,11,67,26,29,33,4,6
2016/11/18,26,2016,11,68,30,22,33,4,8
2016/11/19,26,2016,11,65,28,28,24,3,8
2016/11/20,26,2016,11,67,25,22,30,4,7
2016/11/21,26,2016,11,71,24,33,29,4,6
2016/11/22,26,2016,11,65,11,28,16,3,3
2016/11/23,26,2016,11,36,14,28,29,3,5
2016/11/24,26,2016,11,46,16,25,27,3,5
2016/11/25,26,2016,11,51,17,28,28,3,5
2016/11/26,26,2016,11,53,13,22,24,2,5
2016/11/27,26,2016,11,42,22,32,31,3,5
2016/11/28,26,2016,11,64,20,27,31,2,6
2016/11/29,26,2016,11,56,17,24,31,3,6
2016/11/30,26,2016,11,55,30,26,37,4,8
2016/12/1,26,2016,12,69,20,32,29,3,5
2016/12/2,26,2016,12,58,25,29,33,4,7
2016/12/3,26,2016,12,66,33,21,30,4,8
2016/12/4,26,2016,12,76,32,27,35,4,8
2016/12/5,26,2016,12,69,24,30,31,5,6
2016/12/6,26,2016,12,63,20,23,35,5,7
2016/12/7,26,2016,12,60,19,27,35,4,7
2016/12/8,26,2016,12,59,30,33,39,5,8
2016/12/9,26,2016,12,79,16,30,23,3,5
2016/12/10,26,2016,12,52,13,27,24,3,4
2016/12/11,26,2016,12,46,14,22,29,3,5
2016/12/12,26,2016,12,51,19,17,31,3,6
2016/12/13,26,2016,12,53,11,31,27,3,5
2016/12/14,26,2016,12,38,13,27,31,3,5
2016/12/15,26,2016,12,42,12,29,30,3,5
2016/12/16,26,2016,12,46,18,27,34,4,7
2016/12/17,26,2016,12,59,27,26,31,5,8
2016/12/18,26,2016,12,75,39,17,41,7,11
2016/12/19,26,2016,12,96,44,3,44,5,13
2016/12/20,26,2016,12,109,33,24,41,5,12
2016/12/21,26,2016,12,78,30,25,42,5,10
2016/12/22,26,2016,12,71,13,27,26,3,8
2016/12/23,26,2016,12,47,11,27,23,4,6
2016/12/24,26,2016,12,39,10,28,25,3,5
2016/12/25,26,2016,12,42,16,17,35,5,7
2016/12/26,26,2016,12,54,15,30,29,3,7
2016/12/27,26,2016,12,42,11,30,24,3,4
2016/12/28,26,2016,12,42,16,26,27,4,5
2016/12/29,26,2016,12,53,12,28,22,2,5
2016/12/30,26,2016,12,44,16,25,24,4,6
2016/12/31,26,2016,12,53, , , , , 
2016/7/1,26,2016,7,90,27,23,25,5,3
2016/7/2,26,2016,7,64,29,28,18,4,3
2016/7/3,26,2016,7,57,21,30,24,4,4
2016/7/4,26,2016,7,52,25,56,26,7,3
2016/7/5,26,2016,7,57,22,30,24,5,3
2016/7/6,26,2016,7,58,26,36,23,5,3
2016/7/7,26,2016,7,64,37,28,32,5,5
2016/7/8,26,2016,7,76,20,17,22,4,4
2016/7/9,26,2016,7,48,26,40,22,5,4
2016/7/10,26,2016,7,59,36,56,28,6,4
2016/7/11,26,2016,7,75,41,27,29,6,5
2016/7/12,26,2016,7,76,38,17,25,5,5
2016/7/13,26,2016,7,66,33,50,30,5,5
2016/7/14,26,2016,7,66,17,29,24,4,4
2016/7/15,26,2016,7,43,20,52,27,6,4
2016/7/16,26,2016,7,54,40,42,23,4,4
2016/7/17,26,2016,7,74,24,35,22,5,3
2016/7/18,26,2016,7,60,23,44,28,4,4
2016/7/19,26,2016,7,65,24,52,26,5,4
2016/7/20,26,2016,7,59,21,39,26,5,3
2016/7/21,26,2016,7,56,23,53,25,5,4
2016/7/22,26,2016,7,66,20,41,21,5,3
2016/7/23,26,2016,7,56,22,48,20,5,3
2016/7/24,26,2016,7,64,29,51,31,6,4
2016/7/25,26,2016,7,73,29,24,29,5,5
2016/7/26,26,2016,7,63,33,69,31,7,4
2016/7/27,26,2016,7,70,32,39,28,5,4
2016/7/28,26,2016,7,76,21,45,25,6,4
2016/7/29,26,2016,7,57,21,43,22,6,3
2016/7/30,26,2016,7,59,30,54,24,7,4
2016/7/31,26,2016,7,67,35,47,28,6,4
2016/8/1,26,2016,8,81,33,43,26,5,4
2016/8/2,26,2016,8,77,34,41,28,5,4
2016/8/3,26,2016,8,79,32,53,27,6,4
2016/8/4,26,2016,8,73,36,67,30,6,4
2016/8/5,26,2016,8,80,42,68,31,7,4
2016/8/6,26,2016,8,87,30,37,20,6,4
2016/8/7,26,2016,8,73,30,44,25,7,3
2016/8/8,26,2016,8,73,28,36,25,5,3
2016/8/9,26,2016,8,69,21,39,23,5,3
2016/8/10,26,2016,8,55,19,57,21,8,3
2016/8/11,26,2016,8,57,31,76,25,7,5
2016/8/12,26,2016,8,71,36,71,29,7,4
2016/8/13,26,2016,8,83,39,55,22,7,4
2016/8/14,26,2016,8,77,34,55,23,5,4
2016/8/15,26,2016,8,74,35,41,22,5,3
2016/8/16,26,2016,8,69,28,31,23,4,4
2016/8/17,26,2016,8,61,27,38,26,4,4
2016/8/18,26,2016,8,60,33,40,22,5,3
2016/8/19,26,2016,8,68,29,37,22,4,3
2016/8/20,26,2016,8,64,19,21,11,3,2
2016/8/21,26,2016,8,45,21,21,17,4,3
2016/8/22,26,2016,8,49,19,33,20,4,2
2016/8/23,26,2016,8,47,20,34,23,4,3
2016/8/24,26,2016,8,47,22,25,21,5,3
2016/8/25,26,2016,8,48,23,61,24,5,3
2016/8/26,26,2016,8,52,16,31,19,5,3
2016/8/27,26,2016,8,43,18,25,15,4,2
2016/8/28,26,2016,8,47,17,30,23,3,4
2016/8/29,26,2016,8,37,17,45,33,4,4
2016/8/30,26,2016,8,47,26,52,36,7,4
2016/8/31,26,2016,8,62,31,77,37,7,5
2016/9/1,26,2016,9,75,31,42,36,6,5
2016/9/2,26,2016,9,73,26,26,21,4,3
2016/9/3,26,2016,9,59,18,19,11,3,2
2016/9/4,26,2016,9,45,19,32,24,4,4
2016/9/5,26,2016,9,47,20,37,25,4,4
2016/9/6,26,2016,9,53,23,49,26,5,4
2016/9/7,26,2016,9,54,18,40,27,4,4
2016/9/8,26,2016,9,52,22,40,29,4,4
2016/9/9,26,2016,9,64,21,42,23,4,4
2016/9/10,26,2016,9,55,25,56,18,6,4
2016/9/11,26,2016,9,68,28,42,29,5,4
2016/9/12,26,2016,9,68,16,29,26,3,4
2016/9/13,26,2016,9,45,19,32,26,4,4
2016/9/14,26,2016,9,52,20,31,27,3,4
2016/9/15,26,2016,9,53,25,64,35,5,5
2016/9/16,26,2016,9,65,31,43,31,5,5
2016/9/17,26,2016,9,72,19,14,16,3,3
2016/9/18,26,2016,9,48,12,21,19,3,3
2016/9/19,26,2016,9,40,12,26,23, ,4
2016/9/20,26,2016,9,35,15,23,27,4,5
2016/9/21,26,2016,9,41,15,26,24,3,4
2016/9/22,26,2016,9,44,13,32,25,4,4
2016/9/23,26,2016,9,46,18,24,23,4,5
2016/9/24,26,2016,9,56,16,33,19,4,3
2016/9/25,26,2016,9,46,22,28,24,3,5
2016/9/26,26,2016,9,54,24,30,25,4,4
2016/9/27,26,2016,9,56,23,9,23,3,5
2016/9/28,26,2016,9,55,17,33,27,3,5
2016/9/29,26,2016,9,47,21,43,29,4,5
2016/9/30,26,2016,9,58,17,36,25,4,5
2016/4/1,26,2016,4,83,26,42,38,4,5
2016/4/2,26,2016,4,67,25,40,26,5,4
2016/4/3,26,2016,4,65,15,41,31,3,5
2016/4/4,26,2016,4,41,10,38,30,3,4
2016/4/5,26,2016,4,39,17,45,42,6,5
2016/4/6,26,2016,4,52,25,41,40,4,5
2016/4/7,26,2016,4,54,17,44,37,4,5
2016/4/8,26,2016,4,56,36,59,34,8,6
2016/4/9,26,2016,4,79,34,50,32,6,5
2016/4/10,26,2016,4,79,25,47,20,3,3
2016/4/11,26,2016,4,68,27,45,38,4,4
2016/4/12,26,2016,4,71,19,38,36,3,4
2016/4/13,26,2016,4,55,15,52,28,4,4
2016/4/14,26,2016,4,46,24,45,26,5,3
2016/4/15,26,2016,4,68,23,52,36,5,4
2016/4/16,26,2016,4,65,22,54,26,5,4
2016/4/17,26,2016,4,59,28,42,39,5,4
2016/4/18,26,2016,4,69,26,48,32,5,5
2016/4/19,26,2016,4,66,22,55,34,6,4
2016/4/20,26,2016,4,62,30,39,39,3,5
2016/4/21,26,2016,4,70,25,41,36,4,5
2016/4/22,26,2016,4,53,27,61,35,7,5
2016/4/23,26,2016,4,69,53,48,22,5,4
2016/4/24,26,2016,4,108,45,59,33,5,4
2016/4/25,26,2016,4,90,31,66,41,7,4
2016/4/26,26,2016,4,71,27,39,37,5,4
2016/4/27,26,2016,4,69,13,48,34,2,4
2016/4/28,26,2016,4,45,16,40,19,3,3
2016/4/29,26,2016,4,55,19,51,28,6,4
2016/4/30,26,2016,4,61,27,64,32,8,5
2016/5/1,26,2016,5,78,30,65,38,9,5
2016/5/2,26,2016,5,80,29,42,22,5,3
2016/5/3,26,2016,5,74,28,63,21,7,3
2016/5/4,26,2016,5,72,25,55,27,7,3
2016/5/5,26,2016,5,96,22,37,36,4,4
2016/5/6,26,2016,5,57,30,44,31,3,4
2016/5/7,26,2016,5,74,59,47,20,5,3
2016/5/8,26,2016,5,103,36,44,36,3,4
2016/5/9,26,2016,5,70,16,37,36,4,6
2016/5/10,26,2016,5,48,20,41,30,3,4
2016/5/11,26,2016,5,46,22,61,33,5,4
2016/5/12,26,2016,5,61,22,69,34,6,4
2016/5/13,26,2016,5,66,28,68,28,5,3
2016/5/14,26,2016,5,74,31,57,23,6,3
2016/5/15,26,2016,5,80,23,42,29,4,3
2016/5/16,26,2016,5,64,21,46,26,4,4
2016/5/17,26,2016,5,60,28,64,37,5,4
2016/5/18,26,2016,5,72,31,83,42,7,4
2016/5/19,26,2016,5,76,34,72,43,8,4
2016/5/20,26,2016,5,83,37,70,34,7,4
2016/5/21,26,2016,5,95,36,79,23,7,3
2016/5/22,26,2016,5,94,43,92,42,9,5
2016/5/23,26,2016,5,106,39,89,47,10,4
2016/5/24,26,2016,5,95,38,47,38,7,3
2016/5/25,26,2016,5,97,27,37,28,5,3
2016/5/26,26,2016,5,67,35,66,32,5,4
2016/5/27,26,2016,5,89,41,43,34,6,5
2016/5/28,26,2016,5,103,41,51,20,5,4
2016/5/29,26,2016,5,92,14,42,29,4,4
2016/5/30,26,2016,5,44,26,85,32,7,5
2016/5/31,26,2016,5,71,22,70,24,5,4
2016/6/1,26,2016,6,65,15,38,18,4,2
2016/6/2,26,2016,6,57,17,52,29,6,3
2016/6/3,26,2016,6,52,24,52,30,6,4
2016/6/4,26,2016,6,65,15,51,19,4,3
2016/6/5,26,2016,6,51,27,52,30,5,4
2016/6/6,26,2016,6,78,23,39,30,4,4
2016/6/7,26,2016,6,63,21,44,25,5,3
2016/6/8,26,2016,6,60,17,32,24,4,3
2016/6/9,26,2016,6,52,22,62,28,5,4
2016/6/10,26,2016,6,62,26,49,25,5,3
2016/6/11,26,2016,6,69,21,34,16,4,3
2016/6/12,26,2016,6,57,13,36,25,3,4
2016/6/13,26,2016,6,42,24,34,29,4,4
2016/6/14,26,2016,6,67,27,56,29,5,4
2016/6/15,26,2016,6,68,14,26,27,3,3
2016/6/16,26,2016,6,44,33,68,37,6,5
2016/6/17,26,2016,6,75,29,91,33,7,4
2016/6/18,26,2016,6,76,35,40,28,5,4
2016/6/19,26,2016,6,77,39,58,33,6,5
2016/6/20,26,2016,6,84,25,47,32,5,4
2016/6/21,26,2016,6,62,38,41,35,5,5
2016/6/22,26,2016,6,80,23,35,28,4,4
2016/6/23,26,2016,6,61,25,32,31,4,4
2016/6/24,26,2016,6,63,29,40,32,4,5
2016/6/25,26,2016,6,63,29,52,26,5,4
2016/6/26,26,2016,6,75,35,61,32,5,4
2016/6/27,26,2016,6,77,16,40,30,3,4
2016/6/28,26,2016,6,49,25,40,31,4,5
2016/6/29,26,2016,6,57,31,32,35,5,6
2016/6/30,26,2016,6,69,37,66,37,7,6
2016/1/4,26,2016,1,105,45,29,40,4,10
2016/1/5,26,2016,1,124,26,25,35,5,8
2016/1/6,26,2016,1,74,14,28,34,3,6
2016/1/7,26,2016,1,54,20,23,36,5,8
2016/1/8,26,2016,1,65,14,28,32,5,6
2016/1/9,26,2016,1,51,18,30,32,4,7
2016/1/10,26,2016,1,59,28,29,33,5,7
2016/1/11,26,2016,1,77,10,29,29,3,6
2016/1/12,26,2016,1,37,16,21,35,5,7
2016/1/13,26,2016,1,55,17,28,35,5,7
2016/1/14,26,2016,1,61,18,30,36,4,7
2016/1/15,26,2016,1,58,20,29,36,3,8
2016/1/16,26,2016,1,65,15,30,26,3,6
2016/1/17,26,2016,1,58,11,31,24,3,6
2016/1/18,26,2016,1,39,10,30,20,3,5
2016/1/19,26,2016,1,42,12,26,28,3,5
2016/1/20,26,2016,1,38,10,27,34,3,7
2016/1/21,26,2016,1,43,10,29,27,3,6
2016/1/22,26,2016,1,39,19,28,30,6,6
2016/1/23,26,2016,1,63,15,32,18,4,4
2016/1/24,26,2016,1,55,18,31,33,5,7
2016/1/25,26,2016,1,59,24,24,46,5,9
2016/1/26,26,2016,1,75,31,33,42,5,9
2016/1/27,26,2016,1,84,41,20,48,6,10
2016/1/28,26,2016,1,108,22,25,36,4,8
2016/1/29,26,2016,1,65,10,32,25,4,4
2016/1/30,26,2016,1,37,20,35,26,4,5
2016/1/31,26,2016,1,61,22,28,33,5,7
2016/2/1,26,2016,2,73,14,30,30,3,6
2016/2/2,26,2016,2,50,14,32,36,4,6
2016/2/3,26,2016,2,52,22,28,42,5,9
2016/2/4,26,2016,2,69,31,32,41,6,9
2016/2/5,26,2016,2,84,22,33,32,4,7
2016/2/6,26,2016,2,67,10,31,21,3,3
2016/2/7,26,2016,2,41,16,30,38,5,7
2016/2/8,26,2016,2,55,22,34,37,4,7
2016/2/9,26,2016,2,70,15,31,30,3,5
2016/2/10,26,2016,2,51,18,32,34,4,6
2016/2/11,26,2016,2,61,24,27,39,5,9
2016/2/12,26,2016,2,69,27,24,35,4,7
2016/2/13,26,2016,2,66,14,32,26,4,5
2016/2/14,26,2016,2,47,9,28,21,4,5
2016/2/15,26,2016,2,38,13,31,28,4,6
2016/2/16,26,2016,2,52,18,30,31,4,6
2016/2/17,26,2016,2,58,18,31,38,6,7
2016/2/18,26,2016,2,60,27,29,43,7,9
2016/2/19,26,2016,2,76,21,27,37,4,7
2016/2/20,26,2016,2,60,19,37,23,3,4
2016/2/21,26,2016,2,57,18,30,33,4,6
2016/2/22,26,2016,2,57,26,19,40,7,7
2016/2/23,26,2016,2,70,17,37,22,3,4
2016/2/24,26,2016,2,57,11,31,31,4,5
2016/2/25,26,2016,2,42,24,39,33,5,6
2016/2/26,26,2016,2,75,41,43,36,6,6
2016/2/27,26,2016,2,107,43,50,30,6,6
2016/2/28,26,2016,2,105,29,34,35,4,7
2016/2/29,26,2016,2,79,15,35,24,3,4
2016/3/1,26,2016,3,56,25,33,39,4,6
2016/3/2,26,2016,3,73,33,36,42,8,8
2016/3/3,26,2016,3,86,32,44,44,8,7
2016/3/4,26,2016,3,83,38,46,37,8,6
2016/3/5,26,2016,3,93,29,41,30,5,5
2016/3/6,26,2016,3,75,25,30,30,4,6
2016/3/7,26,2016,3,61,24,34,28,4,6
2016/3/8,26,2016,3,65,19,37,26,3,5
2016/3/9,26,2016,3,52,16,35,21,3,3
2016/3/10,26,2016,3,52,14,34,25,3,4
2016/3/11,26,2016,3,51,12,35,28,3,4
2016/3/12,26,2016,3,45,13,38,23,4,4
2016/3/13,26,2016,3,44,16,41,31,3,5
2016/3/14,26,2016,3,52,24,45,27,4,5
2016/3/15,26,2016,3,72,21,31,42,5,6
2016/3/16,26,2016,3,60,29,44,47,7,8
2016/3/17,26,2016,3,77,32,34,51,6,8
2016/3/18,26,2016,3,80,23,46,28,4,5
2016/3/19,26,2016,3,64,32,42,20,5,4
2016/3/20,26,2016,3,78,12,37,16,3,3
2016/3/21,26,2016,3,44,17,37,38,5,6
